Key,Type,Desc,Ru
PHRASE_general_request_too_late_reason_P_C,Text,,"вы медлили с выполнением запроса фараона ({[resource]}, {0} шт.), однако ваши усилия не остались без внимания. Поэтому"
PHRASE_general_request_too_late_reason_C_A,Text,,"поскольку вы опоздали с отправкой запрошенных городом {[city_name]} товаров ({[resource]}, {0} шт.),"
PHRASE_general_request_too_late_reason_C_B,Text,,"вы опоздали с отправкой запрошенных городом {[city_name]} товаров ({[resource]}, {0} шт.). Также вам следует знать, что"
PHRASE_general_request_too_late_reason_C_C,Text,,"хотя вы слишком поздно отправили запрошенное городом {[city_name]} ({[resource]}, {0} шт.), ваши усилия не остались без внимания. Поэтому"
PHRASE_general_request_refuse_reason_P_A,Text,,"поскольку вы проигнорировали запрос фараона ({[resource]}, {0} шт.),"
PHRASE_general_request_refuse_reason_P_B,Text,,"вы проигнорировали запрос фараона ({[resource]}, {0} шт.), и он остался этим недовольным. К тому же,"
PHRASE_general_request_refuse_reason_P_C,Text,,"хотя вы проигнорировали запрос фараона ({[resource]}, {0} шт.),"
PHRASE_general_request_refuse_reason_C_A,Text,,"поскольку вы не отправили товары в город {[city_name]} ({[resource]}, {0} шт.),"
PHRASE_general_request_refuse_reason_C_B,Text,,"вы не отправили в город {[city_name]} ({[resource]}, {0} шт.), и им это не понравилось. Вдобавок"
PHRASE_general_request_refuse_reason_C_C,Text,,"несмотря на то, что вы не отправили в город {[city_name]} ({[resource]}, {0} шт),"
PHRASE_general_request_no_reason_P_A,Text,,"чтобы пополнить запасы в своих владениях,"
PHRASE_general_request_no_reason_P_B,Text,,"алчность фараона не знает границ, поэтому"
PHRASE_general_request_no_reason_P_C,Text,,
PHRASE_general_request_no_reason_C_A,Text,,"чтобы удовлетворить потребности жителей,"
PHRASE_general_request_no_reason_C_B,Text,,"нет конца этому,"
PHRASE_general_request_no_reason_C_C,Text,,
PHRASE_great_festival_comply_reason_P_A,Text,,"поскольку вы проявили почтение к фараону и богу {[god]}, вовремя отравив к великому празднику в городе {[city_name]} необходимые припасы ({[resource]}, {0} шт.),"
PHRASE_great_festival_comply_reason_P_B,Text,,"вы проявили любезное почтение к фараону и богу {[god]}, вовремя отравив к великому празднику в городе {[city_name]} необходимые припасы ({[resource]}, {0} шт.). Также,"
PHRASE_great_festival_comply_reason_P_C,Text,,"хотя вы проявили любезное почтение к фараону и богу {[god]}, вовремя отравив к великому празднику в городе {[city_name]} необходимые припасы ({[resource]}, {0} шт.),"
PHRASE_great_festival_comply_reason_C_A,Text,,"поскольку вы помогли городу {[city_name]} устроить великий праздник в честь божества {[god]}, отправив ресурс ({[resource]}, {0} шт.),"
PHRASE_great_festival_comply_reason_C_B,Text,,"вы помогли городу {[city_name]} устроить великий праздник в честь божества {[god]}, отправив ресурс ({[resource]}, {0} шт.). Город очень вам признателен. Кроме того,"
PHRASE_great_festival_comply_reason_C_C,Text,,"хотя вы помогли городу {[city_name]} устроить великий праздник в честь божества {[god]}, отправив ресурс ({[resource]}, {0} шт.),"
PHRASE_great_festival_too_late_reason_P_A,Text,,"поскольку вы слишком поздно отправили необходимые припасы ({[resource]}, {0} шт.) в город {[city_name]} на великий праздник, устроенный фараоном в честь бога {[god]},"
PHRASE_great_festival_too_late_reason_P_B,Text,,"вы слишком поздно отправили необходимые припасы ({[resource]}, {0} шт.) в город {[city_name]} на великий праздник, устроенный фараоном в честь бога {[god]}. Также,"
PHRASE_great_festival_too_late_reason_P_C,Text,,"хотя вы слишком поздно отправили необходимые припасы ({[resource]}, {0} шт.) в город {[city_name]} на великий праздник, устроенный фараоном в честь бога {[god]},"
PHRASE_great_festival_too_late_reason_C_A,Text,,"поскольку город {[city_name]} не получил к великому празднику в честь божества {[god]} нужный товар ({[resource]}, {0} шт.),"
PHRASE_great_festival_too_late_reason_C_B,Text,,"город {[city_name]} не получил к великому празднику в честь божества {[god]} нужный товар ({[resource]}, {0} шт.). К тому же,"
PHRASE_great_festival_too_late_reason_C_C,Text,,"пусть город {[city_name]} не получил к великому празднику в честь божества {[god]} нужный товар ({[resource]}, {0} шт.), вы всё же старались,"
PHRASE_great_festival_refuse_reason_P_A,Text,,"поскольку вы не выполнили запрос фараона и не отправили в город {[city_name]} на великий праздник в честь божества {[god]} ресурс ({[resource]}, {0} шт.),"
PHRASE_great_festival_refuse_reason_P_B,Text,,"вы не выполнили запрос фараона и не отправили в город {[city_name]} на великий праздник в честь божества {[god]} ресурс ({[resource]}, {0} шт.). К тому же,"
PHRASE_great_festival_refuse_reason_P_C,Text,,"несмотря на то, что вы не выполнили запрос фараона и не отправили в город {[city_name]} на великий праздник в честь божества {[god]} ресурс ({[resource]}, {0} шт.),"
PHRASE_great_festival_refuse_reason_C_A,Text,,"поскольку вы проигнорировали запрос города {[city_name]} и не отправили на великий праздник в честь божества {[god]} ресурс ({[resource]}, {0} шт.),"
PHRASE_great_festival_refuse_reason_C_B,Text,,"вы проигнорировали город {[city_name]} и его просьбу предоставить {0} {[resource]} для великого праздника в честь {[god]}. Кроме того,"
PHRASE_great_festival_refuse_reason_C_C,Text,,"хотя вы проигнорировали запрос города {[city_name]} и не отправили на великий праздник в честь божества {[god]} ресурс ({[resource]}, {0} шт.),"
PHRASE_great_festival_no_reason_P_A,Text,,"чтобы почтить божество,"
PHRASE_great_festival_no_reason_P_B,Text,,"{[god]} проявляет недовольство, поэтому"
PHRASE_great_festival_no_reason_P_C,Text,,
PHRASE_great_festival_no_reason_C_A,Text,,"поскольку город {[city_name]} благословлён богом {[god]},"
PHRASE_great_festival_no_reason_C_B,Text,,"{[god]} проявляет недовольство, поэтому"
PHRASE_great_festival_no_reason_C_C,Text,,
PHRASE_project_comply_reason_P_A ,Text,,"благодаря тому, что отправленные вами материалы ({[resource]}, {0} шт.) были очень важны для своевременного завершения проекта фараона в городе {[city_name]}, поэтому"
PHRASE_project_comply_reason_P_B,Text,,"отправленные вами материалы ({[resource]}, {0} шт.) были очень важны для своевременного завершения проекта фараона в городе {[city_name]}. Также,"
PHRASE_project_comply_reason_P_C,Text,,"хотя отправленные вами материалы ({[resource]}, {0} шт.) были очень важны для своевременного завершения проекта фараона в городе {[city_name]},"
PHRASE_project_comply_reason_C_A ,Text,,"поскольку вы помогли городу {[city_name]} закончить стройку в срок, отправив материалы ({[resource]}, {0} шт.),"
PHRASE_project_comply_reason_C_B,Text,,"вы помогли городу {[city_name]} соблюсти график стройки, отправив материалы ({[resource]}, {0} шт.). Вдобавок"
PHRASE_project_comply_reason_C_C,Text,,"хотя вы помогли городу {[city_name]} закончить стройку в срок, отправив материалы ({[resource]}, {0} шт.),"
PHRASE_project_too_late_reason_P_A,Text,,"так как вы долго не отправляли материалы ({[resource]}, {0} шт.) в город {[city_name]} и затянули стройку фараона,"
PHRASE_project_too_late_reason_P_B,Text,,"вы слишком долго не отправляли материалы ({[resource]}, {0} шт.), и стройка фараона в городе {[city_name]} затянулась. Кроме того,"
PHRASE_project_too_late_reason_P_C,Text,,"несмотря на то, что вы долго не отправляли материалы ({[resource]}, {0} шт.) в город {[city_name]} и затянули стройку фараона, ваши усилия всё равно были оценены, и поэтому"
PHRASE_project_too_late_reason_C_A,Text,,"поскольку вы слишком долго откладывали отправку материалов ({[resource]}, {0} шт.) в город {[city_name]},"
PHRASE_project_too_late_reason_C_B,Text,,"вы слишком долго откладывали отправку нужных материалов ({[resource]}, {0} шт.) в город {[city_name]}. Притом"
PHRASE_project_too_late_reason_C_C,Text,,"хотя вы слишком долго откладывали отправку нужных материалов ({[resource]}, {0} шт.) в город {[city_name]}, ваши усилия всё равно были оценены. Поэтому"
PHRASE_project_refuse_reason_P_A,Text,,"поскольку вы отклонили просьбу фараона предоставить {0} {[resource]} для его важного проекта в городе {city_name],"
PHRASE_project_refuse_reason_P_B,Text,,"вы неосмотрительно отклонили просьбу фараона предоставить {0} {[resource]} для его важного проекта в городе {city_name]. Кроме того,"
PHRASE_project_refuse_reason_P_C,Text,,"хотя вы неосмотрительно отклонили просьбу фараона предоставить {0} {[resource]} для его важного проекта в городе {city_name],"
PHRASE_project_refuse_reason_C_A,Text,,"поскольку вы отвергли город {[city_name]} и не отправили им товары ({[resource]}, {0} шт.),"
PHRASE_project_refuse_reason_C_B,Text,,"вы отвергли город {[city_name]} и не отправили им товары ({[resource]}, {0} шт.). Вдобавок,"
PHRASE_project_refuse_reason_C_C,Text,,"хотя вы отвергли город {[city_name]} и не отправили им товары ({[resource]}, {0} шт.),"
PHRASE_project_no_reason_P_A,Text,,в честь своих многочисленных достижений
PHRASE_project_no_reason_P_B,Text,,"поскольку впереди ещё много работы,"
PHRASE_project_no_reason_P_C,Text,,
PHRASE_project_no_reason_C_A ,Text,,во славу Египта
PHRASE_project_no_reason_C_B,Text,,"поскольку ещё многое предстоит сделать,"
PHRASE_project_no_reason_C_C,Text,,
PHRASE_famine_comply_reason_P_A,Text,,"поскольку вы скоро исполнили приказ фараоны и отправили пищу ({[resource]}, {0} шт.) в город {[city_name]},"
PHRASE_famine_comply_reason_P_B,Text,,"вы скоро исполнили приказ фараоны и отправили пищу ({[resource]}, {0} шт.) в город {[city_name]}. Это было очень мудро. Теперь,"
PHRASE_famine_comply_reason_P_C,Text,,"хотя вы скоро исполнили приказ фараоны и отправили пищу ({[resource]}, {0} шт.) в город {[city_name]},"
PHRASE_famine_comply_reason_C_A,Text,,"поскольку отправленная вами пища ({[resource]}, {0} ед.) помогла городу {[city_name]} прокормить своих голодающих жителей,"
PHRASE_famine_comply_reason_C_B,Text,,"отправленная вами пища ({[resource]}, {0} ед.) помогла городу {[city_name]} прокормить своих голодающих жителей. Также визири докладывают, что"
PHRASE_famine_comply_reason_C_C,Text,,"хотя вы отправили пищу ({[resource]}, {0} шт.) и помогли жителям города {[city_name]} справиться с голодом,"
PHRASE_famine_too_late_reason_P_A,Text,,"поскольку вы слишком долго заставляли подданных фараона в городе {[city_name]} страдать, не отправляя им {0} {[resource]},"
PHRASE_famine_too_late_reason_P_B,Text,,"вы слишком долго заставляли подданных фараона в городе {[city_name]} страдать, не отправляя им необходимые {0} {[resource]}. Кроме того, советники сообщают, что"
PHRASE_famine_too_late_reason_P_C,Text,,"хотя вы слишком долго заставляли подданных фараона в городе {[city_name]} страдать, не отправляя им необходимые {0} {[resource]}, эта помощь всё же оказалась полезной, поэтому"
PHRASE_famine_too_late_reason_C_A,Text,,"поскольку вы слишком поздно отправили пищу ({[resource]}, {0} шт.) в помощь жителям города {[city_name]},"
PHRASE_famine_too_late_reason_C_B,Text,,"вы слишком поздно отправили пищу ({[resource]}, {0} шт.) в помощь жителям города {[city_name]}, и их страдания были велики. К тому же,"
PHRASE_famine_too_late_reason_C_C,Text,,"хотя вы слишком поздно отправили пищу ({[resource]}, {0} шт.) в помощь жителям города {[city_name]}, она всё же помогла смягчить последствия голода, так что"
PHRASE_famine_refuse_reason_P_A,Text,,"поскольку вы отвернулись от фараона и его подданных в городе {[city_name]}, отказавшись отправить голодающим пищу ({[resource]}, {0} шт.),"
PHRASE_famine_refuse_reason_P_B,Text,,"вы отвернулись от фараона и его подданных в городе {[city_name]}, отказавшись отправить голодающим пищу ({[resource]}, {0} шт.). Это было глупо. Советники также сообщают, что"
PHRASE_famine_refuse_reason_P_C,Text,,"вы отвернулись от фараона и его подданных в городе {[city_name]} во время голода, отказавшись отправить {0} {[resource]}, но несмотря на это"
PHRASE_famine_refuse_reason_C_A,Text,,"поскольку вы отвернулись от жителей города {[city_name]}, отказавшись прислать им пищу ({[resource]}, {0} шт.) в голодное время,"
PHRASE_famine_refuse_reason_C_B,Text,,"вы отвернулись от жителей города {[city_name]}, отказавшись прислать им пищу ({[resource]}, {0} шт.) в голодное время. Советники также сообщают, что"
PHRASE_famine_refuse_reason_C_C,Text,,"хотя вы отвернулись от жителей города {[city_name]}, отказавшись прислать им пищу ({[resource]}, {0} шт.) в голодное время,"
PHRASE_famine_no_reason_P_A,Text,,удача отвернулась от подданных фараона
PHRASE_famine_no_reason_P_B,Text,,"напасти всё множатся,"
PHRASE_famine_no_reason_P_C,Text,,
PHRASE_famine_no_reason_C_A,Text,,"жители города {[city_name]} теряют надежду, поскольку"
PHRASE_famine_no_reason_C_B,Text,,"напасти всё множатся,"
PHRASE_famine_no_reason_C_C,Text,,
PHRASE_threat_comply_reason_P_A,Text,,"поскольку вы исполнили волю фараона и отправили в город {[city_name]} ресурс ({[resource]}, {0} шт.),"
PHRASE_threat_comply_reason_P_B,Text,,"вы уступили фараону и отправили {0} {[resource]} в связи с городом {[city_name]}. Кроме того, советники сообщают, что"
PHRASE_threat_comply_reason_P_C,Text,,"хотя вы сделали для города {[city_name]} всё, что требовал фараон,"
PHRASE_threat_comply_reason_C_A,Text,,"поскольку вы отправили ресурс ({[resource]}, {0} шт.), выполнив требование города {[city_name]},"
PHRASE_threat_comply_reason_C_B,Text,,"вы отправили ресурс ({[resource]}, {0} шт.), выполнив требование города {[city_name]}. И похоже, что"
PHRASE_threat_comply_reason_C_C,Text,,"хотя вы уступили требованиям города {[city_name]} и отправили {0} {[resource]}, всё же"
PHRASE_threat_too_late_reason_P_A,Text,,"вы слишком долго медлили с отправкой в город {[city_name]} товара ({[resource]}, {0} шт.), испытывая терпение фараона. Потому"
PHRASE_threat_too_late_reason_P_B,Text,,"вы слишком долго медлили с отправкой в город {[city_name]} товара ({[resource]}, {0} шт.), испытывая терпение фараона. Также вам нужно знать, что"
PHRASE_threat_too_late_reason_P_C,Text,,"задержка с отправкой {0} {[resource]} в город {[city_name]} по требованию фараона испытывает его терпение, но ваши усилия всё же оценены. Поэтому"
PHRASE_threat_too_late_reason_C_A,Text,,"поскольку вы недооценили угрозы города {[city_name]} и не отправили ресурс ({[resource]}, {0} шт.),"
PHRASE_threat_too_late_reason_C_B,Text,,"должно быть, вы недооценили угрозы города {[city_name]} и не отправили ресурс ({[resource]}, {0} шт.). Но это уже в прошлом,"
PHRASE_threat_too_late_reason_C_C,Text,,"вы сильно рисковали, промедлив с отправкой в город {[city_name]} ресурса ({[resource]}, {0} шт). Однако вы все же выполнили требование, поэтому"
PHRASE_threat_refuse_reason_P_A,Text,,"поскольку вы нарушили приказ фараона и не отправили в город {[city_name]} ресурс ({[resource]}, {0} шт.),"
PHRASE_threat_refuse_reason_P_B,Text,,"вы нарушили приказ фараона и не отправили в город {[city_name]} ресурс ({[resource]}, {0} шт.). Кроме того,"
PHRASE_threat_refuse_reason_P_C,Text,,"несмотря на то, что вы проигнорировали угрозы фараона, требовавшего отправить в город {[city_name]} ресурс ({[resource]}, {0} шт.),"
PHRASE_threat_refuse_reason_C_A,Text,,"поскольку вы сознательно навлекли на себя опасность, отказавшись отправить в город {[city_name]} ресурс ({[resource]}, {0} шт.),"
PHRASE_threat_refuse_reason_C_B,Text,,"вы сознательно навлекли на себя опасность, отказавшись отправить в город {[city_name]} ресурс ({[resource]}, {0} шт.). Также вам следует знать, что"
PHRASE_threat_refuse_reason_C_C,Text,,"хотя вы определённо навлекли на себя опасность, отказавшись отправить в город {[city_name]} ресурс ({[resource]}, {0} шт.),"
PHRASE_threat_no_reason_P_A,Text,,"фараон в дурном расположении духа, поэтому"
PHRASE_threat_no_reason_P_B,Text,,"ничто не радует нашего фараона, поэтому"
PHRASE_threat_no_reason_P_C,Text,,
PHRASE_threat_no_reason_C_A ,Text,,"город {[city_name]} жаждет славы, поэтому"
PHRASE_threat_no_reason_C_B,Text,,"аппетиты города {[city_name]} поистине непомерны, вот и сейчас"
PHRASE_threat_no_reason_C_C,Text,,
PHRASE_eg_city_falls_reason_A,Text,,"поскольку город {[city_name]} пал перед захватчиками,"
PHRASE_eg_city_falls_reason_B,Text,,город {[city_name]} пал перед захватчиками. К тому же
PHRASE_eg_city_falls_reason_C,Text,,"хотя город {[city_name]} пал перед захватчиками,"
PHRASE_eg_city_falls_no_reason_A,Text,,горе городу {[city_name]}:
PHRASE_eg_city_falls_no_reason_B,Text,,"похоже, бедам города {[city_name]} не будет конца, ведь"
PHRASE_eg_city_falls_no_reason_C,Text,,
PHRASE_foreign_city_conquered_reason_A,Text,,"поскольку наши воины захватили чужеземный город {[city_name]},"
PHRASE_foreign_city_conquered_reason_B,Text,,наши воины захватили чужеземный город {[city_name]}! Теперь
PHRASE_foreign_city_conquered_reason_C,Text,,"хотя наши воины захвали чужеземный город {[city_name]},"
PHRASE_foreign_city_conquered_no_reason_A,Text,,наше оружие не знает поражений!
PHRASE_foreign_city_conquered_no_reason_B,Text,,могущество нашего царства продолжает расти. Теперь
PHRASE_foreign_city_conquered_no_reason_C,Text,,
PHRASE_route_opened_reason_A,Text,,"поскольку появился новый торговый путь в город {[city_name]},"
PHRASE_route_opened_reason_B,Text,,"появился новый торговый путь в город {[city_name]}, и"
PHRASE_route_opened_reason_C,Text,,"хотя теперь мы можем торговать с городом {[city_name]},"
PHRASE_route_opened_no_reason_A,Text,,благодаря плодотворным переговорам
PHRASE_route_opened_no_reason_B,Text,,времена меняются! Теперь
PHRASE_route_opened_no_reason_C,Text,,
PHRASE_route_closed_reason_A,Text,,"поскольку торговый путь в город {[city_name]} был закрыт,"
PHRASE_route_closed_reason_B,Text,,торговый путь в город {[city_name]} был закрыт. Вдобавок
PHRASE_route_closed_reason_C,Text,,"хотя торговый путь в город {[city_name]} был закрыт,"
PHRASE_route_closed_no_reason_A,Text,,из-за политической неопределённости
PHRASE_route_closed_no_reason_B,Text,,"…этого следовало ожидать. Похоже,"
PHRASE_route_closed_no_reason_C,Text,,
PHRASE_siege_reason_A,Text,,"поскольку город {[city_name]} в осаде,"
PHRASE_siege_reason_B,Text,,"город {[city_name]} в осаде, и"
PHRASE_siege_reason_C,Text,,"хотя город {[city_name]} в осаде,"
PHRASE_siege_no_reason_A,Text,,"разведчики вернулись с ужасным известием. Похоже, что"
PHRASE_siege_no_reason_B,Text,,нет конца нашим страданиям. Отныне
PHRASE_siege_no_reason_C,Text,,
PHRASE_eg_city_saved_reason_A,Text,,"поскольку город {[city_name]} удалось защитить от нашествия врагов,"
PHRASE_eg_city_saved_reason_B,Text,,город {[city_name]} удалось защитить от нашествия врагов! Теперь
PHRASE_eg_city_saved_reason_C,Text,,"хотя город {[city_name]} удалось защитить от нашествия врагов,"
PHRASE_eg_city_saved_no_reason_A,Text,,благодаря доблести египетской армии
PHRASE_eg_city_saved_no_reason_B,Text,,"расстановка сил постоянно меняется, однако"
PHRASE_eg_city_saved_no_reason_C,Text,,
PHRASE_battle_won_reason_A,Text,,"поскольку наши воины одержали верх в далёкой битве у города {[city_name]},"
PHRASE_battle_won_reason_B,Text,,наши войска победили в далёкой битве при городе {[city_name]}. Теперь
PHRASE_battle_won_reason_C,Text,,"несмотря на победу наших войск в битве при городе {[city_name]},"
PHRASE_battle_won_no_reason_A,Text,,благодаря доблести хорошо обученных солдат в далёком городе {[city_name]}
PHRASE_battle_won_no_reason_B,Text,,"кажется, чудесам не будет конца: при городе {[city_name]}"
PHRASE_battle_won_no_reason_C,Text,,
PHRASE_battle_lost_reason_A,Text,,"поскольку Египет проиграл битву у города {[city_name]},"
PHRASE_battle_lost_reason_B,Text,,Египет проиграл битву у города {[city_name]}. К тому же
PHRASE_battle_lost_reason_C,Text,,"хотя Египет проиграл битву у города {[city_name]},"
PHRASE_battle_lost_no_reason_A,Text,,"досадная неудача постигла наших воинов. К сожалению,"
